,prices,locations,other
845,R$ 580.000,Rosarinho,3quartos1suíte1banheiro 2vagas105m²
846,R$ 580.000,Tamarineira,3quartos1suíte3banheiros92m²
847,R$ 580.000R$ 1.900/mês,Parnamirim,4quartos1suíte1banheiro 1vaga156m²
848,R$ 580.000R$ 2.800/mês,Graças,3quartos1suíte1banheiro 2vagas119m²
849,R$ 590.000,Casa Forte,"3quartos1suíte3banheiros2vagas88,65m²"
850,R$ 590.000,Casa Forte,4quartos1suíte2banheiros2vagas136m²
851,R$ 590.000,Rosarinho,3quartos1banheiro 2vagas84m²
852,R$ 590.000,Boa Viagem,3quartos1suíte3banheiros2vagas82m²
853,R$ 590.000,Poço,"3quartos2suítes1banheiro 2vagas112,25m²"
854,R$ 593.362,Rosarinho,3quartos2banheiros2vagas83m²
855,R$ 594.669,Rosarinho,"3quartos1suíte2banheiros1vaga80,50m²"
856,R$ 595.000,Boa Viagem,3quartos1suíte1banheiro 1vaga75m²
857,R$ 598.990,Boa Viagem,3quartos1suíte3banheiros2vagas140m²
858,R$ 600.000,Rosarinho,3quartos1suíte3banheiros2vagas85m²
859,R$ 600.000,Derby,3quartos1suíte2banheiros1vaga130m²
860,R$ 600.000,Torre,3quartos1suíte3banheiros2vagas90m²
861,R$ 600.000,Espinheiro,3quartos1suíte3banheiros1vaga150m²
862,R$ 600.000,Poço da Panela,"3quartos1suíte3banheiros2vagas87,90m²"
863,R$ 600.000,Boa Viagem,4quartos4banheiros2vagas268m²
864,R$ 600.000,Rosarinho,3quartos1suíte3banheiros2vagas112m²
865,R$ 600.000,Madalena,3quartos1suíte2banheiros2vagas99m²
866,R$ 600.000,Boa Viagem,4quartos2suítes2banheiros2vagas120m²
867,R$ 600.000,Boa Viagem,3quartos1suíte2banheiros1vaga90m²
868,R$ 600.000,Aflitos,"3quartos1suíte3banheiros2vagas82,50m²"
869,R$ 600.000,Graças,3quartos1suíte1banheiro 2vagas100m²
870,R$ 600.000,Boa Viagem,3quartos1suíte3banheiros2vagas110m²
871,R$ 600.000R$ 1.053/mês,Espinheiro,4quartos2suítes4banheiros2vagas180m²
872,R$ 600.000R$ 2.900/mês,Torreão,4quartos2suítes4banheiros3vagas345m²
873,R$ 600.000R$ 3.200/mês,Boa Viagem,3quartos1suíte3banheiros1vaga110m²
874,R$ 610.000,Casa Forte,3quartos2suítes4banheiros2vagas105m²
875,R$ 610.000,Rosarinho,3quartos1suíte3banheiros2vagas107m²
876,R$ 610.000,Aflitos,3quartos1suíte3banheiros1vaga74m²
877,R$ 610.000R$ 2.300,Espinheiro,4quartos2suítes4banheiros2vagas163m²
878,R$ 615.000,Graças,3quartos1suíte1banheiro 2vagas106m²
879,R$ 615.000,Madalena,"3quartos1suíte2banheiros2vagas84,85m²"
880,R$ 620.000,Casa Amarela,3quartos2suítes4banheiros2vagas110m²
881,R$ 620.000,Rosarinho,3quartos1suíte3banheiros2vagas105m²
882,R$ 620.000,Tamarineira,4quartos3suítes1banheiro 2vagas122m²
883,R$ 620.000,Rosarinho,3quartos1suíte3banheiros2vagas128m²
884,R$ 620.000R$ 2.300/mês,Boa Viagem,2quartos1suíte2banheiros1vaga75m²
885,R$ 620.000R$ 2.300,Casa Forte,3quartos1suíte2banheiros2vagas110m²
886,R$ 625.000,Casa Forte,3quartos2suítes3banheiros2vagas110m²
887,R$ 630.000,Boa Viagem,3quartos1suíte1banheiro 2vagas176m²
888,R$ 630.000,Espinheiro,4quartos1suíte3banheiros2vagas142m²
889,R$ 630.000,Brejo de Beberibe,4quartos2suítes4banheiros2vagas130m²
890,R$ 630.000,Madalena,3quartos1suíte3banheiros2vagas102m²
891,R$ 630.000,Boa Viagem,3quartos3suítes4banheiros1vaga178m²
892,R$ 630.000,Aflitos,4quartos1suíte3banheiros2vagas173m²
893,R$ 630.000,Espinheiro,3quartos1suíte3banheiros1vaga105m²
894,R$ 630.000,Graças,3quartos1suíte3banheiros2vagas80m²
895,R$ 630.000,Madalena,"3quartos1suíte3banheiros84,85m²"
896,R$ 638.000,Boa Viagem,3quartos1suíte3banheiros1vaga81m²
897,R$ 645.000,Boa Viagem,3quartos1suíte3banheiros2vagas90m²
898,R$ 650.000,Casa Forte,4quartos2suítes4banheiros2vagas120m²
899,R$ 650.000,Aflitos,3quartos1suíte2banheiros2vagas100m²
900,R$ 650.000,Casa Forte,3quartos1suíte3banheiros2vagas128m²
901,R$ 650.000,Parnamirim,4quartos1suíte2banheiros105m²
902,R$ 650.000,Espinheiro,4quartos1suíte1banheiro 2vagas170m²
903,R$ 650.000,Encruzilhada,4quartos1suíte3banheiros2vagas175m²
904,R$ 650.000,Aflitos,3quartos1suíte2banheiros2vagas100m²
905,R$ 650.000,Boa Viagem,4quartos2suítes1banheiro 2vagas120m²
906,R$ 650.000,Casa Amarela,4quartos2suítes1banheiro 2vagas128m²
907,R$ 650.000,Rosarinho,4quartos2suítes4banheiros2vagas132m²
908,R$ 650.000,Casa Forte,3quartos3banheiros1vaga109m²
909,R$ 650.000,Boa Viagem,3quartos1suíte1banheiro 2vagas135m²
910,R$ 650.000,Encruzilhada,3quartos2suítes1banheiro 2vagas134m²
911,R$ 650.000,Casa Amarela,3quartos1suíte3banheiros2vagas107m²
912,R$ 650.000,Boa Viagem,"3quartos1suíte3banheiros1vaga121,75m²"
913,R$ 650.000,Casa Forte,3quartos2suítes4banheiros2vagas118m²
914,R$ 650.000,Boa Viagem,3quartos1suíte3banheiros2vagas155m²
915,R$ 650.000,Rosarinho,4quartos1suíte3banheiros2vagas173m²
916,R$ 650.000R$ 1.500/mês,Boa Viagem,3quartos1suíte1banheiro 2vagas152m²
917,R$ 650.000R$ 1.500/mês,Boa Viagem,3quartos1suíte3banheiros1vaga160m²
918,R$ 650.000R$ 2.800/mês,Santo Amaro,3quartos1suíte3banheiros2vagas80m²
919,R$ 660.000,Casa Amarela,3quartos1suíte1banheiro 2vagas98m²
920,R$ 660.000,Pina,4quartos2suítes2banheiros2vagas105m²
921,R$ 660.000,Casa Forte,3quartos1suíte3banheiros129m²
922,R$ 660.000,Casa Forte,3quartos2suítes4banheiros2vagas109m²
923,R$ 670.000,Parnamirim,3quartos2suítes4banheiros2vagas120m²
924,R$ 670.000R$ 1.700/mês,Espinheiro,3quartos1suíte1banheiro 1vaga108m²
925,R$ 673.402,Rosarinho,"3quartos1suíte2banheiros2vagas83,87m²"
926,R$ 677.637,Madalena,"3quartos1suíte1banheiro 2vagas96,93m²"
927,R$ 680.000,Rosarinho,"3quartos3banheiros2vagas95,81m²"
928,R$ 680.000,Parnamirim,4quartos2suítes3banheiros2vagas128m²
929,R$ 680.000,Tamarineira,4quartos1suíte3banheiros2vagas180m²
930,R$ 680.000,Boa Viagem,3quartos1suíte1banheiro 1vaga120m²
931,R$ 680.000,Rosarinho,3quartos1suíte3banheiros2vagas97m²
932,R$ 680.000R$ 1.800/mês,Tamarineira,4quartos1suíte2banheiros2vagas178m²
933,R$ 690.000,Tamarineira,4quartos3suítes1banheiro 3vagas108m²
934,R$ 690.000,Encruzilhada,4quartos1suíte3banheiros2vagas173m²
935,R$ 691.000,Torre,"3quartos1suíte1banheiro 2vagas96,93m²"
936,R$ 696.902,Madalena,"3quartos1suíte1banheiro 2vagas86,82m²"
937,R$ 700.000,Derby,3quartos1suíte1banheiro 164m²
938,R$ 700.000,Tamarineira,4quartos2suítes1banheiro 2vagas158m²
939,R$ 700.000,Rosarinho,3quartos1suíte2banheiros2vagas90m²
940,R$ 700.000,Casa Forte,4quartos3banheiros2vagas105m²
941,R$ 700.000,Casa Forte,3quartos2suítes1banheiro 2vagas102m²
942,R$ 700.000,Espinheiro,4quartos1suíte3banheiros2vagas143m²
943,R$ 700.000,Casa Forte,4quartos1suíte3banheiros2vagas173m²
944,R$ 700.000,Boa Viagem,3quartos1suíte3banheiros2vagas155m²
945,R$ 700.000,Graças,4quartos1suíte3banheiros2vagas113m²
946,R$ 700.000,Casa Forte,3quartos1suíte1banheiro 2vagas130m²
947,R$ 700.000,Espinheiro,4quartos1suíte3banheiros2vagas143m²
948,R$ 700.000,Rosarinho,4quartos2suítes1banheiro 2vagas105m²
949,R$ 700.000,Espinheiro,4quartos3suítes4banheiros2vagas278m²
950,R$ 700.000,Boa Viagem,3quartos1suíte1banheiro 2vagas100m²
951,R$ 700.000,Casa Forte,3quartos2suítes2banheiros2vagas106m²
952,R$ 700.000Preço de locaçãoSob consulta,Espinheiro,3quartos1suíte2banheiros2vagas152m²
953,R$ 700.000R$ 1.500/ano,Espinheiro,3quartos1suíte2banheiros2vagas152m²
954,R$ 700.000Preço de locaçãoSob consulta,Tamarineira,4quartos1suíte2banheiros2vagas171m²
955,R$ 702.000,Boa Viagem,"3quartos1suíte1banheiro 2vagas92,69m²"
956,R$ 705.000,Boa Viagem,"3quartos1suíte1banheiro 2vagas97,97m²"
957,R$ 710.000,Torre,4quartos3suítes5banheiros2vagas112m²
958,R$ 710.000,Boa Viagem,3quartos1suíte1banheiro 1vaga155m²
959,R$ 710.000,Boa Viagem,4quartos3suítes5banheiros2vagas230m²
960,R$ 715.000,Parnamirim,"3quartos1suíte3banheiros2vagas159,41m²"
961,R$ 720.000,Graças,4quartos2suítes4banheiros2vagas136m²
962,R$ 720.000,Madalena,3quartos1suíte3banheiros2vagas105m²
963,R$ 720.000R$ 3.200/mês,Boa Viagem,"3quartos1banheiro 1vaga150,70m²"
964,R$ 720.000R$ 3.700/mês,Encruzilhada,4quartos2suítes4banheiros2vagas134m²
965,R$ 722.490,Parnamirim,"3quartos1suíte1banheiro 2vagas94,03m²"
966,R$ 723.068,Madalena,"3quartos1suíte1banheiro 2vagas87,42m²"
967,R$ 724.582,Poço,"4quartos3suítes2banheiros2vagas134,90m²"
968,R$ 725.000,Tamarineira,4quartos2suítes1banheiro 2vagas158m²
969,R$ 730.000,Boa Viagem,3quartos1suíte1banheiro 2vagas107m²
970,R$ 730.000,Boa Viagem,3quartos1suíte1banheiro 2vagas107m²
971,R$ 731.990,Madalena,4quartos2suítes4banheiros2vagas168m²
972,R$ 732.000,Madalena,4quartos2suítes4banheiros2vagas168m²
973,R$ 734.000,Rosarinho,3quartos1suíte3banheiros2vagas84m²
974,R$ 736.386,Ilha do Retiro,4quartos3suítes1banheiro 2vagas135m²
975,R$ 736.836,Madalena,4quartos3suítes1banheiro 2vagas135m²
976,R$ 737.176,Torre,4quartos2suítes1banheiro 2vagas123m²
977,R$ 739.671,Torre,4quartos2suítes2banheiros2vagas123m²
978,R$ 740.000,Rosarinho,3quartos1suíte2banheiros2vagas101m²
979,R$ 740.000,Tamarineira,"4quartos2suítes1banheiro 2vagas134,37m²"
980,R$ 740.000,Poço,"4quartos3suítes2banheiros2vagas134,90m²"
981,R$ 740.256,Madalena,"3quartos1suíte1banheiro 2vagas90,09m²"
982,R$ 745.000,Boa Viagem,4quartos3suítes1banheiro 2vagas128m²
983,R$ 750.000,Casa Amarela,3quartos2suítes3banheiros2vagas105m²
984,R$ 750.000,Boa Viagem,3quartos1suíte2banheiros2vagas119m²
985,R$ 750.000,Parnamirim,4quartos2suítes4banheiros2vagas147m²
986,R$ 750.000,Espinheiro,3quartos2suítes4banheiros2vagas145m²
987,R$ 750.000,Rosarinho,3quartos2suítes4banheiros2vagas115m²
988,R$ 750.000,Casa Forte,4quartos2suítes4banheiros2vagas147m²
989,R$ 750.000,Rosarinho,4quartos2suítes3banheiros2vagas120m²
990,R$ 750.000,Espinheiro,4quartos2suítes3banheiros2vagas170m²
991,R$ 750.000,Jaqueira,3quartos1suíte3banheiros2vagas102m²
992,R$ 750.000,Boa Viagem,"4quartos2suítes1banheiro 2vagas136,56m²"
993,R$ 750.000,Torre,3quartos3suítes5banheiros2vagas112m²
994,R$ 750.000,Boa Viagem,2quartos1suíte2banheiros93m²
995,R$ 750.000,Boa Viagem,5quartos2suítes4banheiros2vagas144m²
996,R$ 750.000,Torre,4quartos1suíte3banheiros2vagas106m²
997,R$ 750.000,Boa Viagem,3quartos2suítes4banheiros2vagas170m²
998,R$ 750.000,Boa Viagem,3quartos1suíte2banheiros2vagas119m²
999,R$ 750.000,Madalena,3quartos1suíte3banheiros2vagas92m²
1000,R$ 750.000,Madalena,3quartos1suíte3banheiros2vagas113m²
1001,R$ 750.000,Madalena,4quartos1suíte3banheiros2vagas104m²
1002,R$ 750.000,Casa Forte,3quartos1suíte3banheiros2vagas148m²
1003,R$ 750.000,Boa Viagem,4quartos1suíte3banheiros2vagas220m²
1004,R$ 750.000,Graças,4quartos2suítes1banheiro 3vagas237m²
1005,R$ 750.000R$ 3.500/mês,Encruzilhada,4quartos2suítes3banheiros2vagas134m²
1006,R$ 758.656,Boa Viagem,3quartos1suíte2banheiros2vagas86m²
1007,R$ 759.000,Boa Viagem,3quartos1suíte3banheiros2vagas81m²
1008,R$ 760.000,Boa Viagem,2quartos2banheiros2vagas82m²
1009,R$ 760.000,Boa Viagem,2quartos2banheiros2vagas82m²
1010,R$ 760.000,Graças,4quartos1suíte5banheiros2vagas216m²
1011,R$ 765.031,Rosarinho,3quartos1suíte2banheiros2vagas84m²
1012,R$ 766.000,Boa Viagem,3quartos1suíte3banheiros2vagas86m²
1013,R$ 770.000,Boa Viagem,4quartos1suíte1banheiro 2vagas125m²
1014,R$ 770.000,Boa Viagem,3quartos1suíte3banheiros1vaga150m²
1015,R$ 772.397,Boa Viagem,"4quartos2suítes1banheiro 3vagas124,04m²"
1016,R$ 772.397,Boa Viagem,4quartos2suítes1banheiro 2vagas124m²
1017,R$ 780.000,Jaqueira,3quartos3banheiros2vagas120m²
