,prices,locations,other
3841,R$ 144.990,"Paulista, Jardim Paulista",3 quartos | 81m² | 2 vagas
3842,R$ 118.995,"Recife, Areias",2 quartos | 42m² | Condomínio: R$ 0 | 1 vaga
3843,R$ 880.000,"Recife, Encruzilhada",2 quartos | 42m² | Condomínio: R$ 0 | 1 vaga
3844,R$ 685.016,"Recife, Boa Viagem",3 quartos | 53m² | Condomínio: R$ 0 | 1 vaga
3845,R$ 155.000,"Jaboatão dos Guararapes, Socorro",4 quartos | 136m² | 2 vagas
3846,R$ 189.000,"Recife, Caxangá",4 quartos | 165m² | 3 vagas
3847,R$ 136.000,"São Lourenço da Mata, Centro",4 quartos | 200m² | Condomínio: R$ 1.100 | 2 vagas
3848,R$ 750.048,"Recife, Boa Viagem",3 quartos | 66m² | Condomínio: R$ 470 | 1 vaga
3849,R$ 1.200.000,"Recife, Encruzilhada",3 quartos | 66m² | 1 vaga
3850,R$ 900.000R$ 1.200.000,"Recife, Jaqueira",3 quartos | 98m² | 2 vagas
3851,R$ 360.000,"Jaboatão dos Guararapes, Candeias",3 quartos | 64m² | 1 vaga
3852,R$ 283.000,"Jaboatão dos Guararapes, Piedade",2 quartos | 54m² | Condomínio: R$ 578 | 1 vaga
3853,R$ 695.016,"Recife, Boa Viagem",1 quarto | 33m² | 1 vaga
3854,R$ 154.900,"Paulista, Janga",3 quartos | 56m²
3855,R$ 490.000,"Recife, Boa Viagem",2 quartos | 42m² | Condomínio: R$ 1 | 1 vaga
3856,R$ 182.260,"Jaboatão dos Guararapes, Barra de Jangada",2 quartos | 42m² | Condomínio: R$ 1 | 1 vaga
3857,R$ 185.000,"Paulista, Centro",3 quartos | 64m² | 1 vaga
3858,R$ 165.001,"Paulista, Maranguape I",2 quartos | 52m² | 1 vaga
3859,R$ 123.100,"Jaboatão dos Guararapes, Sucupira",3 quartos | 63m² | 1 vaga
3860,R$ 310.016,"Jaboatão dos Guararapes, Candeias",1 quarto | 28m² | 1 vaga
3861,R$ 450.907,"Recife, Boa Viagem",3 quartos | 110m² | 2 vagas
3862,R$ 300.016,"Jaboatão dos Guararapes, Piedade",3 quartos | 70m² | 2 vagas
3863,R$ 160.000,"Recife, Boa Vista",3 quartos | 105m² | Condomínio: R$ 900 | 2 vagas
3864,R$ 730.000,"Recife, Boa Viagem",4 quartos | 134m² | 2 vagas
3865,R$ 320.016,"Jaboatão dos Guararapes, Piedade",2 quartos | 59m² | 1 vaga
3866,R$ 600.000,"Recife, Boa Viagem",3 quartos | 67m² | 1 vaga
3867,R$ 500.000R$ 570.000,"Recife, Encruzilhada",3 quartos | 58m² | 1 vaga
3868,R$ 235.016,"Jaboatão dos Guararapes, Candeias",2 quartos | 54m² | 1 vaga
3869,R$ 350.000R$ 362.000,"Jaboatão dos Guararapes, Candeias",3 quartos | 95m² | Condomínio: R$ 880 | 1 vaga
3870,R$ 339.147,"Recife, Prado",3 quartos | 80m² | 1 vaga
3871,R$ 310.016,"Recife, Boa Viagem",2 quartos | 66m² | 1 vaga
3872,R$ 450.000,"Recife, Boa Viagem",2 quartos | 74m² | Condomínio: R$ 0 | 1 vaga
3873,R$ 410.000,"Recife, Poço",2 quartos | 54m² | 1 vaga
3874,R$ 150.000R$ 170.000,"Recife, Boa Viagem",2 quartos | 42m² | Condomínio: R$ 1 | 1 vaga
3875,R$ 125.000,"Paulista, Pau Amarelo",0m² | Condomínio: R$ 1.061
3876,R$ 243.068,"Jaboatão dos Guararapes, Candeias",3 quartos | 185m²
3877,R$ 142.002,"Olinda, Rio Doce",4 quartos | 174m² | 3 vagas
3878,R$ 750.000R$ 1.020.000,"Recife, Boa Viagem",3 quartos | 124m² | 2 vagas
3879,R$ 550.015,Tamandaré,3 quartos | 62m² | 1 vaga
3880,R$ 1.090.000,"Recife, Imbiribeira",3 quartos | 67m² | 1 vaga
3881,R$ 805.000,"Recife, Boa Vista",3 quartos | 174m² | 2 vagas
3882,R$ 300.028,"Jaboatão dos Guararapes, Piedade",3 quartos | 131m² | 2 vagas
3883,R$ 347.000,"Recife, Imbiribeira",3 quartos | 67m² | 1 vaga
3884,R$ 485.000,"Recife, Espinheiro",3 quartos | 69m² | 1 vaga
3885,R$ 849.999R$ 850.000,"Recife, Boa Viagem",0m²
3886,R$ 415.000,"Jaboatão dos Guararapes, Candeias",4 quartos | 100m² | Condomínio: R$ 480 | 1 vaga
3887,R$ 345.102,"Jaboatão dos Guararapes, Piedade",2 quartos | 46m² | Condomínio: R$ 1 | 1 vaga
3888,R$ 390.000,"Jaboatão dos Guararapes, Piedade",2 quartos | 52m² | 1 vaga
3889,R$ 280.000,"Recife, Graças",2 quartos | 42m² | Condomínio: R$ 1 | 1 vaga
3890,R$ 122.150,"Jaboatão dos Guararapes, Dois Carneiros",2 quartos | 55m² | 1 vaga
3891,R$ 273.088,"Jaboatão dos Guararapes, Piedade",2 quartos | 55m² | 1 vaga
3892,R$ 144.001,"Jaboatão dos Guararapes, Barra de Jangada",3 quartos | 110m² | Condomínio: R$ 660 | 1 vaga
3893,R$ 235.089,"Jaboatão dos Guararapes, Piedade",3 quartos | 118m² | 1 vaga
3894,R$ 480.000,Ipojuca,3 quartos | 96m² | Condomínio: R$ 450 | 1 vaga
3895,R$ 330.000,"Recife, Espinheiro",3 quartos | 63m² | 2 vagas
3896,R$ 320.000,"Recife, Espinheiro",2 quartos | Condomínio: R$ 140
3897,R$ 320.000,"Recife, Encruzilhada",2 quartos | 1 vaga
3898,R$ 460.140,"Recife, Boa Viagem",3 quartos | 78m² | 1 vaga
3899,,"Recife, Areias",3 quartos | 63m² | 1 vaga
3900,R$ 199.500,"Paulista, Nobre",2 quartos | 52m² | Condomínio: R$ 0 | 1 vaga
3901,R$ 260.074,"Jaboatão dos Guararapes, Piedade",2 quartos | 52m² | 1 vaga
3902,R$ 427.000,"Recife, Espinheiro",3 quartos | 105m² | Condomínio: R$ 700 | 2 vagas
3903,R$ 313.458,"Recife, Casa Amarela",2 quartos | 55m² | 1 vaga
3904,R$ 275.000,"Recife, Encruzilhada",4 quartos | 121m² | 2 vagas
3905,R$ 800.000,"Recife, Madalena",2 quartos | 50m² | Condomínio: R$ 450 | 1 vaga
3906,R$ 450.000,"Ipojuca, Nossa Senhora do Ó",4 quartos | 250m² | Condomínio: R$ 0 | 3 vagas
3907,R$ 819.359,"Recife, Santo Amaro",1 quarto | 27m² | 1 vaga
3908,R$ 340.000,"Recife, Boa Viagem",2 quartos | 56m² | 1 vaga
3909,R$ 2.000.000,"Recife, Boa Viagem",3 quartos | 122m² | Condomínio: R$ 1.100 | 2 vagas
3910,R$ 225.028,"Recife, Boa Viagem",3 quartos | 139m² | 2 vagas
3911,R$ 330.084,"Jaboatão dos Guararapes, Piedade",3 quartos | 73m² | 1 vaga
3912,R$ 700.000,"Recife, Graças",2 quartos | 42m² | Condomínio: R$ 1 | 1 vaga
3913,R$ 850.000,"Recife, Casa Amarela",2 quartos | 46m² | 1 vaga
3914,R$ 321.116,"Caruaru, Indianópolis",2 quartos | 46m² | Condomínio: R$ 1 | 1 vaga
3915,R$ 128.100,"Recife, Guabiraba",1 quarto | 28m² | 1 vaga
3916,R$ 259.900,"Recife, Campo Grande",2 quartos | 47m² | 1 vaga
3917,R$ 186.050,"Recife, Tejipió",4 quartos | 106m² | 2 vagas
3918,R$ 287.819,"Recife, Poço",2 quartos | 40m² | Condomínio: R$ 1 | 1 vaga
3919,R$ 113.200R$ 120.000,"Igarassu, Centro",4 quartos | 136m² | 2 vagas
3920,R$ 700.000,"Recife, Dois Irmãos",2 quartos | 52m² | 1 vaga
3921,R$ 165.000,"Jaboatão dos Guararapes, Candeias",3 quartos | 67m² | 1 vaga
3922,R$ 750.512,"Recife, Boa Viagem",3 quartos | 69m² | 2 vagas
3923,R$ 279.043,"Jaboatão dos Guararapes, Piedade",1 quarto | 27m² | 1 vaga
3924,R$ 365.200R$ 415.000,"Jaboatão dos Guararapes, Candeias",3 quartos | 92m² | 2 vagas
3925,R$ 390.000,"Recife, Casa Amarela",4 quartos | 135m² | 2 vagas
3926,R$ 200.000,"Recife, Boa Viagem",3 quartos | 64m² | 1 vaga
3927,R$ 699.000,"Recife, Tamarineira",3 quartos | 89m² | 2 vagas
3928,R$ 870.041,"Recife, Boa Viagem",3 quartos | 61m² | 1 vaga
3929,R$ 325.028,"Recife, Torreão",3 quartos | 140m² | 2 vagas
3930,R$ 620.083,"Recife, Rosarinho",2 quartos | 53m² | 1 vaga
3931,R$ 260.000,"Paulista, Janga",3 quartos | 61m² | Condomínio: R$ 500 | 1 vaga
3932,R$ 470.000,"Recife, Boa Viagem",4 quartos | 175m² | Condomínio: R$ 1.300
3933,R$ 278.000,"Recife, Caxangá",3 quartos | 64m² | 1 vaga
3934,R$ 330.000,"Recife, Boa Vista",2 quartos | 48m² | Condomínio: R$ 150
3935,R$ 690.000,"Recife, Graças",3 quartos | 165m² | 2 vagas
3936,R$ 325.044,"Recife, Torreão",3 quartos | 96m² | 2 vagas
3937,R$ 95.000,"Recife, Ibura",2 quartos | 74m² | Condomínio: R$ 635 | 1 vaga
3938,R$ 700.029,"Recife, Casa Forte",3 quartos | 61m² | 1 vaga
3939,R$ 620.057,"Recife, Boa Viagem",1 quarto | 29m² | 1 vaga
3940,R$ 334.999R$ 335.000,"Recife, Boa Viagem",4 quartos | 395m² | Condomínio: R$ 2.500 | 3 vagas
3941,R$ 260.038,"Recife, Encruzilhada",3 quartos | 60m² | 1 vaga
3942,R$ 200.000,"Recife, Boa Viagem",4 quartos | 158m² | 3 vagas
3943,R$ 2.199.999R$ 2.200.000,"Recife, Parnamirim",4 quartos | 180m² | 3 vagas
3944,R$ 329.999,"Recife, Boa Viagem",3 quartos | 60m² | 1 vaga
3945,R$ 950.000,"Recife, Apipucos",3 quartos | 90m² | 2 vagas
3946,R$ 2.000.000,"Recife, Boa Viagem",4 quartos | 14000m² | 2 vagas
3947,R$ 260.054,"Recife, Encruzilhada",3 quartos | 92m² | Condomínio: R$ 850 | 2 vagas
3948,R$ 610.000,"Recife, Rosarinho",4 quartos | 190m² | 3 vagas
3949,R$ 1.159.672,"Recife, Monteiro",1 quarto | 34m² | 1 vaga
3950,R$ 700.000,"Recife, Jaqueira",3 quartos | 61m² | 1 vaga
3951,R$ 1.720.000,"Recife, Dois Irmãos",3 quartos | 72m² | 1 vaga
3952,R$ 175.000,"Jaboatão dos Guararapes, Candeias",4 quartos | 158m² | 3 vagas
3953,R$ 330.269,"Recife, Prado",4 quartos | 134m² | 3 vagas
3954,R$ 379.999,"Recife, Pina",4 quartos | 158m² | 3 vagas
3955,R$ 1.100.000,"Recife, Apipucos",4 quartos | 188m² | 3 vagas
3956,R$ 1.134.373,"Jaboatão dos Guararapes, Candeias",2 quartos | 62m² | 1 vaga
3957,R$ 1.200.000,"Recife, Apipucos",1 quarto | 39m² | 1 vaga
3958,R$ 1.650.198,"Recife, 2 Irmãos",4 quartos | 227m² | 4 vagas
3959,R$ 699.999,Ipojuca,2 quartos | 1 vaga
3960,R$ 250.000,"Jaboatão dos Guararapes, Piedade",4 quartos | 114m² | Condomínio: R$ 0 | 1 vaga
3961,R$ 1.676.000,"Recife, São José",3 quartos | 106m² | 2 vagas
3962,R$ 184.000,"Paulista, Janga",2 quartos | 54m² | 1 vaga
3963,R$ 360.000R$ 380.000,"Recife, Boa Viagem",3 quartos | 95m² | 2 vagas
3964,R$ 650.156,"Recife, Encruzilhada",2 quartos | 90m² | 2 vagas
3965,R$ 387.000,"Recife, Espinheiro",2 quartos | 41m² | Condomínio: R$ 0 | 1 vaga
3966,R$ 650.000,"Jaboatão dos Guararapes, Piedade",2 quartos | 70m² | Condomínio: R$ 1.000 | 1 vaga
3967,R$ 550.000,Caruaru,4 quartos | 185m² | 2 vagas
3968,R$ 144.000,"Camaragibe, Estação Nova",3 quartos | 89m² | 2 vagas
3969,R$ 290.000,"Recife, Boa Viagem",2 quartos | 50m² | 1 vaga
3970,R$ 1.300.654,"Recife, Boa Viagem",3 quartos | 69m² | Condomínio: R$ 200 | 1 vaga
3971,R$ 550.196,"Recife, Casa Amarela",4 quartos | 163m² | 3 vagas
3972,R$ 200.000,"Olinda, Rio Doce",4 quartos | 75m² | Condomínio: R$ 380 | 2 vagas
3973,R$ 260.000,"Recife, Espinheiro",3 quartos | 78m² | Condomínio: R$ 350 | 1 vaga
3974,R$ 1.501.274,"Recife, Boa Viagem",3 quartos | 88m² | Condomínio: R$ 755 | 2 vagas
3975,R$ 305.000,"Caruaru, Universitário",4 quartos | 95m² | Condomínio: R$ 800 | 2 vagas
3976,R$ 175.000,"Caruaru, Nova Caruaru",1 quarto | 39m² | 1 vaga
3977,R$ 364.900,"Recife, Boa Viagem",1 quarto | 39m² | 1 vaga
3978,R$ 450.000,"Paulista, Maranguape I",3 quartos | 84m² | 2 vagas
3979,R$ 219.120R$ 249.000,"Jaboatão dos Guararapes, Candeias",2 quartos | 87m² | Condomínio: R$ 650 | 1 vaga
3980,R$ 219.120R$ 249.000,"Jaboatão dos Guararapes, Candeias",1 quarto | 0m²
3981,R$ 599.211,"Recife, Encruzilhada",4 quartos | 152m² | 2 vagas
3982,R$ 500.000,"Recife, Graças",2 quartos | 52m² | 1 vaga
3983,R$ 380.000,"Jaboatão dos Guararapes, Piedade",3 quartos | 61m² | 1 vaga
3984,R$ 1.280.214,"Recife, Encruzilhada",2 quartos | 55m² | 1 vaga
3985,R$ 265.000,"Recife, Boa Vista",4 quartos | 170m² | Condomínio: R$ 750 | 2 vagas
3986,R$ 550.077,"Recife, Boa Viagem",3 quartos | 68m² | Condomínio: R$ 175 | 1 vaga
3987,R$ 261.000,"Jaboatão dos Guararapes, Candeias",4 quartos | 173m² | 3 vagas
3988,R$ 480.000R$ 590.000,"Recife, Boa Viagem",3 quartos | 113m² | Condomínio: R$ 1.125 | 2 vagas
3989,R$ 180.000,"Recife, Engenho do Meio",2 quartos | 51m² | 1 vaga
3990,R$ 1.100.091,"Recife, Santo Amaro",3 quartos | 84m² | 2 vagas
3991,R$ 998.000,"Cabo de Santo Agostinho, Paiva",2 quartos | 58m² | 1 vaga
3992,,"Recife, Tamarineira",2 quartos | 45m² | 1 vaga
3993,R$ 486.007,"Recife, Pina",4 quartos | 152m² | 2 vagas
3994,R$ 285.000,"Recife, Casa Amarela",3 quartos | 114m² | 2 vagas
3995,R$ 141.000,"Camaragibe, Alberto Maia",2 quartos | 60m² | Condomínio: R$ 413 | 1 vaga
3996,R$ 1.465.333,"Recife, Pina",3 quartos | 243m² | Condomínio: R$ 1.600 | 2 vagas
3997,R$ 885.000,"Recife, Espinheiro",2 quartos | 1 vaga
3998,R$ 305.000,"Recife, Cordeiro",4 quartos | 135m² | 2 vagas
3999,R$ 875.000,"Jaboatão dos Guararapes, Candeias",5 ou mais quarto | 300m² | Condomínio: R$ 1.800 | 4 vagas
4000,R$ 122.000,"Paulista, Nobre",2 quartos | 44m² | 1 vaga
4001,R$ 870.077,"Recife, Boa Viagem",3 quartos | 68m² | 1 vaga
4002,R$ 1.799.999R$ 2.200.000,"Recife, Graças",2 quartos | 52m² | 1 vaga
4003,R$ 150.000,"Jaboatão dos Guararapes, Candeias",2 quartos | 47m² | 1 vaga
4004,R$ 340.052,"Recife, Boa Viagem",3 quartos | 132m² | 2 vagas
4005,R$ 288.077,"Recife, Caxangá",3 quartos | 61m² | 1 vaga
4006,R$ 249.000,"Recife, Campo Grande",3 quartos | 64m² | 1 vaga
4007,R$ 690.000,"Recife, Boa Viagem",3 quartos | 121m² | 2 vagas
4008,R$ 362.093,"Recife, Boa Viagem",3 quartos | 60m² | 1 vaga
4009,R$ 345.000,"Recife, Caxangá",4 quartos | 136m² | 2 vagas
4010,R$ 808.077,"Recife, Santo Amaro",2 quartos | 1 vaga
4011,R$ 320.072,"Recife, Boa Viagem",3 quartos | 110m² | 2 vagas
4012,R$ 750.077,"Recife, Boa Viagem",2 quartos | 54m² | 1 vaga
4013,R$ 215.000,Olinda,4 quartos | 136m² | 2 vagas
4014,R$ 550.000,"Recife, Boa Viagem",3 quartos | 72m² | 1 vaga
4015,R$ 307.088,"Recife, Boa Viagem",2 quartos | Condomínio: R$ 132 | 1 vaga
4016,R$ 810.077,"Jaboatão dos Guararapes, Centro",3 quartos | 127m² | 2 vagas
4017,R$ 375.063,"Recife, Pina",2 quartos | 0m² | 1 vaga
4018,R$ 110.000,"Jaboatão dos Guararapes, Candeias",3 quartos | 58m² | 1 vaga
4019,R$ 808.920,"Recife, Boa Vista",2 quartos | 1 vaga
4020,R$ 240.000,Caruaru,2 quartos | 60m² | 1 vaga
4021,R$ 350.000,"Recife, Prado",3 quartos | 124m² | 2 vagas
4022,R$ 110.000,"Paulista, Nossa Senhora do Ó",1 quarto | 33m² | Condomínio: R$ 604 | 1 vaga
4023,R$ 400.087,"Recife, Boa Viagem",1 quarto | 33m² | 1 vaga
4024,R$ 808.021,"Recife, Boa Vista",3 quartos | 78m² | 1 vaga
4025,R$ 180.000,"Olinda, Casa Caiada",3 quartos | 64m² | 1 vaga
4026,R$ 186.077,"Jaboatão dos Guararapes, Centro",4 quartos | 268m² | 4 vagas
4027,R$ 260.125,"Jaboatão dos Guararapes, Piedade",2 quartos | 55m² | 1 vaga
4028,R$ 325.157,Recife,3 quartos | 98m² | 2 vagas
4029,R$ 2.000.000,"Recife, São José",2 quartos | 51m² | 1 vaga
4030,R$ 235.077,"Jaboatão dos Guararapes, Cajueiro Seco",2 quartos | 80m² | Condomínio: R$ 480 | 1 vaga
4031,R$ 700.154,"Recife, Boa Viagem",4 quartos | 136m² | 2 vagas
4032,R$ 250.148,"Jaboatão dos Guararapes, Piedade",2 quartos | 63m² | 1 vaga
4033,R$ 260.000,"Recife, Santo Amaro",2 quartos | 55m² | 1 vaga
4034,R$ 890.000,"Recife, Boa Viagem",2 quartos | 59m² | 1 vaga
4035,R$ 292.000,"Jaboatão dos Guararapes, Candeias",1 quarto | 34m² | 1 vaga
4036,R$ 255.169,"Recife, Campo Grande",3 quartos | 93m² | 2 vagas
4037,R$ 240.415,"Jaboatão dos Guararapes, Candeias",4 quartos | 220m² | Condomínio: R$ 1.850 | 3 vagas
4038,R$ 227.145,"Recife, Espinheiro",2 quartos | 59m² | 1 vaga
4039,R$ 778.265,"Recife, Boa Viagem",2 quartos | 54m² | 1 vaga
4040,R$ 2.299.999R$ 2.300.000,"Recife, Boa Viagem",3 quartos | 61m² | 1 vaga
4041,R$ 240.077,"Jaboatão dos Guararapes, Candeias",2 quartos | 46m² | 1 vaga
4042,R$ 448.000,"Recife, Pina",3 quartos | 77m² | 1 vaga
4043,R$ 345.077,"Recife, Casa Amarela",2 quartos | 51m² | 1 vaga
4044,R$ 126.000,"São Lourenço da Mata, Muribara",3 quartos | 72m² | 2 vagas
4045,R$ 260.000,Paulista,2 quartos | 53m² | 1 vaga
4046,R$ 275.147,"Recife, Tamarineira",3 quartos | 61m² | 1 vaga
4047,R$ 396.077,"Recife, Encruzilhada",2 quartos | 47m² | 1 vaga
4048,R$ 334.777,"Recife, Várzea",1 quarto | 26m² | 1 vaga
4049,R$ 319.123,"Recife, Cordeiro",1 quarto | 30m² | 5 ou mais vaga
4050,R$ 280.064,"Recife, Boa Viagem",2 quartos | 53m² | Condomínio: R$ 717 | 1 vaga
4051,R$ 280.000,"Recife, Boa Viagem",4 quartos | 162m² | 3 vagas
4052,R$ 190.000,Ipojuca,3 quartos | 60m² | 1 vaga
4053,R$ 479.700,Ipojuca,3 quartos | 60m² | 1 vaga
4054,R$ 1.133.000,"Recife, Boa Viagem",3 quartos | 64m² | 1 vaga
4055,R$ 265.001,"Recife, Encruzilhada",3 quartos | 60m² | 1 vaga
4056,R$ 264.999,"Recife, Encruzilhada",2 quartos | 47m² | Condomínio: R$ 0 | 1 vaga
4057,R$ 320.159,"Recife, Caxangá",2 quartos | 53m² | 1 vaga
4058,R$ 265.000,"Recife, Encruzilhada",3 quartos | 73m² | Condomínio: R$ 300 | 1 vaga
4059,,Jaboatão dos Guararapes,2 quartos | 62m² | Condomínio: R$ 1.256 | 1 vaga
4060,R$ 180.000,"Recife, Pina",3 quartos | 57m² | 1 vaga
4061,R$ 230.000,"Recife, Imbiribeira",4 quartos | 123m² | 2 vagas
4062,R$ 700.000,Ipojuca,2 quartos | 50m² | 1 vaga
4063,R$ 280.154,"Recife, Encruzilhada",2 quartos | 53m² | 1 vaga
4064,R$ 978.608,"Recife, Torre",4 quartos | Condomínio: R$ 900 | 2 vagas
4065,,"Recife, Tamarineira",4 quartos | 155m² | Condomínio: R$ 930 | 2 vagas
4066,R$ 335.214,"Recife, Campo Grande",3 quartos | 72m² | 1 vaga
4067,R$ 650.000,"Caruaru, Universitário",1 quarto | 34m² | 1 vaga
4068,R$ 640.000,"Recife, Boa Viagem",3 quartos | 84m² | 2 vagas
4069,R$ 375.125,"Recife, Pina",2 quartos | 45m² | 1 vaga
4070,R$ 230.077,"Recife, Espinheiro",2 quartos | 58m² | 1 vaga
4071,R$ 486.257,"Recife, Pina",3 quartos | 81m² | 1 vaga
4072,R$ 189.999,"Recife, Caxangá",4 quartos | 136m² | Condomínio: R$ 1.060 | 2 vagas
4073,R$ 440.125,"Recife, Boa Viagem",3 quartos | 147m²
4074,R$ 614.980,"Recife, Boa Viagem",1 quarto | 38m² | 1 vaga
4075,R$ 756.000R$ 795.000,"Recife, Boa Viagem",3 quartos | 67m² | 1 vaga
4076,R$ 186.690,"Recife, Pina",1 quarto | 36m²
4077,R$ 2.800,"Recife, Pina",3 quartos | 67m² | 1 vaga
4078,R$ 340.000,"Jaboatão dos Guararapes, Candeias",2 quartos | 57m² | 1 vaga
4079,R$ 279.458,"Recife, Pina",3 quartos | 79m² | 1 vaga
4080,,"Recife, Madalena",3 quartos | 61m² | 1 vaga
4081,R$ 365.000,Tamandaré,3 quartos | 98m² | 2 vagas
4082,R$ 400.012,"Recife, Casa Amarela",3 quartos | 66m² | 1 vaga
4083,R$ 330.000,"Recife, Prado",3 quartos | 89m² | 2 vagas
4084,R$ 614.980,"Recife, Boa Viagem",4 quartos | 134m² | 2 vagas
4085,R$ 299.871,"Recife, Madalena",4 quartos | 113m² | 2 vagas
4086,R$ 600.000,"Recife, Rosarinho",2 quartos | 45m² | 1 vaga
4087,R$ 1.122.254,"Jaboatão dos Guararapes, Candeias",3 quartos | 66m² | 1 vaga
4088,R$ 839.541,"Recife, Rosarinho",2 quartos | 52m² | 1 vaga
4089,R$ 189.900,"Recife, Caxangá",2 quartos | 60m² | Condomínio: R$ 150 | 1 vaga
4090,R$ 290.100,"Jaboatão dos Guararapes, Barra de Jangada",3 quartos | 69m² | 1 vaga
4091,R$ 279.125,"Jaboatão dos Guararapes, Piedade",2 quartos | 59m² | 1 vaga
4092,R$ 70.000,"Jaboatão dos Guararapes, Candeias",2 quartos | 51m² | 1 vaga
4093,R$ 280.000,"Olinda, Jardim Atlântico",1 quarto | 37m² | 1 vaga
4094,R$ 389.282,"Recife, Boa Viagem",3 quartos | 59m² | 1 vaga
4095,,"Recife, Tamarineira",3 quartos | 96m² | 2 vagas
4096,R$ 192.547,"Jaboatão dos Guararapes, Candeias",3 quartos | 140m² | 2 vagas
4097,R$ 299.254,"Recife, Ilha do Retiro",2 quartos | 51m² | 1 vaga
4098,R$ 619.481,"Recife, Boa Viagem",4 quartos | 181m² | 3 vagas
4099,R$ 660.000,Caruaru,3 quartos | 59m² | 1 vaga
4100,,"Recife, Tamarineira",4 quartos | 165m² | 3 vagas
4101,R$ 870.000,"Cabo de Santo Agostinho, Paiva",2 quartos | 41m² | 1 vaga
4102,R$ 300.000,"Recife, Encruzilhada",3 quartos | 67m² | 1 vaga
4103,R$ 1.061.074,"Recife, Casa Forte",2 quartos | 51m² | 1 vaga
4104,R$ 250.077,"Recife, Casa Amarela",3 quartos | 63m² | 2 vagas
4105,R$ 340.125,"Jaboatão dos Guararapes, Candeias",2 quartos | 49m² | 1 vaga
4106,,"Recife, Tamarineira",2 quartos | 51m² | 1 vaga
4107,R$ 460.214,"Recife, Boa Viagem",2 quartos | 45m²
4108,R$ 190.000,"Recife, Água Fria",3 quartos | 138m² | Condomínio: R$ 350 | 2 vagas
4109,,"Recife, Tamarineira",2 quartos | 45m² | 1 vaga
4110,R$ 190.000,"Recife, Caxangá",3 quartos | 74m² | 1 vaga
4111,R$ 439.000,"Recife, Madalena",2 quartos | 51m² | 1 vaga
4112,R$ 245.077,"Recife, Encruzilhada",2 quartos | 47m² | 1 vaga
4113,R$ 340.000,"Jaboatão dos Guararapes, Piedade",4 quartos | 146m² | 2 vagas
4114,,"Recife, Tamarineira",2 quartos | 52m² | 1 vaga
4115,R$ 290.000,"Recife, Casa Amarela",3 quartos | 65m² | Condomínio: R$ 450 | 1 vaga
4116,R$ 990.294,"Recife, Boa Viagem",3 quartos | 70m² | 2 vagas
4117,R$ 290.000,"Recife, Caxangá",3 quartos | 0m²
4118,R$ 276.000,"Recife, Encruzilhada",3 quartos | 62m² | 1 vaga
4119,R$ 345.872,"Jaboatão dos Guararapes, Piedade",2 quartos | 42m²
4120,R$ 280.000,"Recife, Imbiribeira",3 quartos | 71m² | 2 vagas
4121,R$ 300.158,"Jaboatão dos Guararapes, Piedade",2 quartos | 52m² | Condomínio: R$ 280 | 1 vaga
4122,R$ 250.077,"Recife, Torre",3 quartos | 90m² | 2 vagas
4123,R$ 479.000,"Recife, Casa Forte",3 quartos | 73m² | 1 vaga
4124,R$ 249.200R$ 265.000,"Recife, Santo Amaro",3 quartos | 62m² | 1 vaga
4125,R$ 649.185,"Recife, Madalena",3 quartos | 70m² | 1 vaga
4126,R$ 321.159,"Caruaru, Indianópolis",4 quartos | 150m² | 3 vagas
4127,R$ 362.517,"Recife, Madalena",2 quartos | 44m² | Condomínio: R$ 300 | 1 vaga
4128,R$ 320.000,"Jaboatão dos Guararapes, Piedade",3 quartos | 127m² | 2 vagas
4129,R$ 999.000,"Recife, Graças",2 quartos | 42m² | 1 vaga
4130,R$ 259.925,"Recife, Torre",3 quartos | 61m² | 1 vaga
4131,R$ 1.100.128,"Recife, Boa Viagem",2 quartos | 43m² | 1 vaga
4132,R$ 220.000,Recife,2 quartos | 43m² | 1 vaga
4133,R$ 260.154,Paulista,3 quartos | 89m² | 2 vagas
4134,R$ 250.127,"Recife, Torre",2 quartos | 53m² | Condomínio: R$ 390 | 1 vaga
4135,R$ 250.269,"Recife, Torre",2 quartos | 51m² | Condomínio: R$ 400 | 1 vaga
4136,R$ 600.152,"Recife, Rosarinho",1 quarto | 39m² | 1 vaga
4137,R$ 179.995,"Paulista, Janga",2 quartos | 47m² | 1 vaga
4138,R$ 330.000,"Recife, Tamarineira",3 quartos | 134m² | Condomínio: R$ 1.400 | 2 vagas
4139,R$ 230.000,"Jaboatão dos Guararapes, Centro",3 quartos | 84m² | 2 vagas
4140,R$ 281.251,"Recife, Boa Viagem",3 quartos | 59m² | 1 vaga
4141,R$ 449.999R$ 450.000,"Recife, Boa Viagem",2 quartos | 53m² | 1 vaga
4142,R$ 495.000,"Recife, Pina",4 quartos | 136m² | 2 vagas
4143,R$ 681.000,"Olinda, Casa Caiada",3 quartos | 66m² | 1 vaga
4144,R$ 335.021,Recife,2 quartos | 56m² | 1 vaga
4145,R$ 810.021,"Jaboatão dos Guararapes, Centro",3 quartos | 64m² | 1 vaga
4146,R$ 392.158,"Recife, Parnamirim",3 quartos | 140m² | Condomínio: R$ 300 | 1 vaga
4147,R$ 239.021,"Recife, Iputinga",2 quartos | 50m² | 1 vaga
4148,R$ 169.009,"Paulista, Centro",3 quartos | 64m² | 1 vaga
4149,R$ 360.000,"Recife, Casa Amarela",3 quartos | 84m² | 2 vagas
